data_ora_proiezione,titolo_film,genere,regista,anno,durata_minuti,eta_minima,prezzo_biglietto
"2022-04-27 10:30:00","The Hustler",DRAMA,"Robert Rossen",1961,134,12,7.0
"2022-04-27 13:30:00","Ordinary People",DRAMA,"Robert Redford",1980,124,0,7.5
"2022-04-27 16:30:00","The Last Emperor",BIOGRAPHY,"Bernardo Bertolucci",1987,163,0,8.5
"2022-04-28 10:30:00","Dom za vesanje",COMEDY,"Emir Kusturica",1988,142,16,7.0
"2022-04-28 13:30:00","The Last Emperor",BIOGRAPHY,"Bernardo Bertolucci",1987,163,0,6.5
"2022-04-28 17:00:00","Twelve Monkeys",MYSTERY,"Terry Gilliam",1995,129,12,8.5
"2022-04-29 10:30:00","Once Were Warriors",CRIME,"Lee Tamahori",1994,102,12,7.0
"2022-04-29 13:00:00","Being There",COMEDY,"Hal Ashby",1979,130,6,7.5
"2022-04-30 10:00:00","Le samouraï",CRIME,"Jean-Pierre Melville",1967,105,12,7.5
"2022-04-30 12:30:00","Tombstone",ACTION,"George P. Cosmatos",1993,130,16,7.5
"2022-04-30 15:30:00","Days of Heaven",DRAMA,"Terrence Malick",1978,94,6,8.5
"2022-05-01 10:30:00","M - Eine Stadt sucht einen Mörder",CRIME,"Fritz Lang",1931,117,12,7.5
"2022-05-01 13:00:00","Peeping Tom",DRAMA,"Michael Powell",1960,101,12,8.0
"2022-05-01 15:30:00","Twelve Monkeys",MYSTERY,"Terry Gilliam",1995,129,12,8.0
"2022-05-01 18:30:00","The Godfather: Part II",CRIME,"Francis Ford Coppola",1974,202,12,10.0
"2022-05-02 10:30:00","Le samouraï",CRIME,"Jean-Pierre Melville",1967,105,12,6.5
"2022-05-02 13:00:00","Being There",COMEDY,"Hal Ashby",1979,130,6,8.5
"2022-05-02 16:00:00","Pâfekuto burû",ANIMATION,"Satoshi Kon",1997,81,12,8.5
"2022-05-03 10:30:00","Dom za vesanje",COMEDY,"Emir Kusturica",1988,142,16,7.0
"2022-05-04 10:30:00","White Heat",ACTION,"Raoul Walsh",1949,114,12,7.5
"2022-05-04 13:30:00","Brazil",DRAMA,"Terry Gilliam",1985,132,0,8.5
"2022-05-04 16:30:00","Peeping Tom",DRAMA,"Michael Powell",1960,101,12,8.0
"2022-05-05 10:30:00","Lawrence of Arabia",ADVENTURE,"David Lean",1962,228,0,8.0
"2022-05-05 15:30:00","Deliverance",ADVENTURE,"John Boorman",1972,109,0,8.5
"2022-05-05 18:00:00","Donnie Brasco",BIOGRAPHY,"Mike Newell",1997,127,12,9.5
"2022-05-06 10:00:00","Omohide poro poro",ANIMATION,"Isao Takahata",1991,118,0,8.0
"2022-05-06 13:00:00","Dom za vesanje",COMEDY,"Emir Kusturica",1988,142,16,8.5
"2022-05-06 16:00:00","Hiroshima mon amour",DRAMA,"Alain Resnais",1959,90,12,8.0
"2022-05-07 10:00:00","Le samouraï",CRIME,"Jean-Pierre Melville",1967,105,12,6.5
"2022-05-07 12:30:00","12 Angry Men",CRIME,"Sidney Lumet",1957,96,0,6.5
"2022-05-07 15:00:00","The Last Emperor",BIOGRAPHY,"Bernardo Bertolucci",1987,163,0,7.0
"2022-05-08 10:00:00","Days of Heaven",DRAMA,"Terrence Malick",1978,94,6,7.0
"2022-05-08 12:30:00","Gandhi",BIOGRAPHY,"Richard Attenborough",1982,191,0,8.5
"2022-05-08 16:30:00","The Royal Tenenbaums",COMEDY,"Wes Anderson",2001,110,12,6.5
"2022-05-09 10:00:00","When Harry Met Sally...",COMEDY,"Rob Reiner",1989,95,12,8.5
"2022-05-10 10:00:00","Repulsion",DRAMA,"Roman Polanski",1965,105,12,7.5
"2022-05-10 12:30:00","The Godfather: Part II",CRIME,"Francis Ford Coppola",1974,202,12,6.5
"2022-05-10 16:30:00","Les quatre cents coups",CRIME,"François Truffaut",1959,99,12,7.0
"2022-05-11 10:30:00","Brazil",DRAMA,"Terry Gilliam",1985,132,0,6.5
"2022-05-11 13:30:00","Days of Heaven",DRAMA,"Terrence Malick",1978,94,6,8.5
"2022-05-11 16:00:00","Peeping Tom",DRAMA,"Michael Powell",1960,101,12,7.0
"2022-05-12 10:30:00","White Heat",ACTION,"Raoul Walsh",1949,114,12,8.5
"2022-05-12 13:00:00","Le charme discret de la bourgeoisie",COMEDY,"Luis Buñuel",1972,102,6,8.5
"2022-05-12 15:30:00","Butch Cassidy and the Sundance Kid",BIOGRAPHY,"George Roy Hill",1969,110,6,7.0
"2022-05-13 10:00:00","Brazil",DRAMA,"Terry Gilliam",1985,132,0,8.5
"2022-05-14 10:30:00","White Heat",ACTION,"Raoul Walsh",1949,114,12,8.0
"2022-05-14 13:30:00","Twelve Monkeys",MYSTERY,"Terry Gilliam",1995,129,12,7.5
"2022-05-14 16:30:00","Dom za vesanje",COMEDY,"Emir Kusturica",1988,142,16,6.5
"2022-05-14 19:30:00","Days of Heaven",DRAMA,"Terrence Malick",1978,94,6,8.5
"2022-05-15 10:00:00","Fear and Loathing in Las Vegas",ADVENTURE,"Terry Gilliam",1998,118,16,8.0
"2022-05-15 13:00:00","The Hustler",DRAMA,"Robert Rossen",1961,134,12,6.5
"2022-05-15 16:00:00","Repulsion",DRAMA,"Roman Polanski",1965,105,12,7.0
"2022-05-15 18:30:00","Omohide poro poro",ANIMATION,"Isao Takahata",1991,118,0,9.0
"2022-05-16 10:30:00","Dawn of the Dead",ACTION,"George A. Romero",1978,127,12,7.0
"2022-05-17 10:00:00","Le samouraï",CRIME,"Jean-Pierre Melville",1967,105,12,8.0
"2022-05-17 12:30:00","The Godfather: Part II",CRIME,"Francis Ford Coppola",1974,202,12,7.5
"2022-05-17 17:00:00","Peeping Tom",DRAMA,"Michael Powell",1960,101,12,8.5
"2022-05-18 10:00:00","Le charme discret de la bourgeoisie",COMEDY,"Luis Buñuel",1972,102,6,8.5
"2022-05-18 12:30:00","Peeping Tom",DRAMA,"Michael Powell",1960,101,12,7.5
"2022-05-18 15:00:00","Das Experiment",DRAMA,"Oliver Hirschbiegel",2001,120,16,8.5
"2022-05-19 10:30:00","Peeping Tom",DRAMA,"Michael Powell",1960,101,12,8.0
"2022-05-19 13:00:00","Brazil",DRAMA,"Terry Gilliam",1985,132,0,8.0
"2022-05-19 16:00:00","The Night of the Hunter",CRIME,"Charles Laughton",1955,92,12,7.5
"2022-05-20 10:30:00","The Fifth Element",ACTION,"Luc Besson",1997,126,12,8.5
"2022-05-20 13:30:00","Dawn of the Dead",ACTION,"George A. Romero",1978,127,12,7.0
"2022-05-21 10:00:00","The French Connection",ACTION,"William Friedkin",1971,104,12,7.5
"2022-05-21 12:30:00","The Night of the Hunter",CRIME,"Charles Laughton",1955,92,12,7.5
"2022-05-21 15:00:00","Titanic",DRAMA,"James Cameron",1997,194,12,7.0
"2022-05-22 10:30:00","Titanic",DRAMA,"James Cameron",1997,194,12,8.5
"2022-05-22 14:30:00","Some Like It Hot",COMEDY,"Billy Wilder",1959,121,0,8.0
"2022-05-22 17:30:00","Dawn of the Dead",ACTION,"George A. Romero",1978,127,12,8.0
"2022-05-23 10:00:00","Vampire Hunter D: Bloodlust",ANIMATION,"Yoshiaki Kawajiri",2000,103,0,7.5
"2022-05-23 12:30:00","The Fifth Element",ACTION,"Luc Besson",1997,126,12,8.0
"2022-05-23 15:30:00","Sunrise: A Song of Two Humans",DRAMA,"F.W. Murnau",1927,94,12,8.5
"2022-05-24 10:00:00","The Godfather",CRIME,"Francis Ford Coppola",1972,175,12,8.0
"2022-05-24 13:30:00","Dil Chahta Hai",COMEDY,"Farhan Akhtar",2001,183,12,7.5
"2022-05-25 10:00:00","Ordinary People",DRAMA,"Robert Redford",1980,124,0,7.5
"2022-05-25 13:00:00","Omohide poro poro",ANIMATION,"Isao Takahata",1991,118,0,7.5
"2022-05-25 16:00:00","Das Experiment",DRAMA,"Oliver Hirschbiegel",2001,120,16,7.5
"2022-05-26 10:30:00","The Godfather: Part II",CRIME,"Francis Ford Coppola",1974,202,12,7.0
"2022-05-26 15:00:00","The Fifth Element",ACTION,"Luc Besson",1997,126,12,7.5
"2022-05-26 18:00:00","Twelve Monkeys",MYSTERY,"Terry Gilliam",1995,129,12,9.0
"2022-05-27 10:30:00","Das Experiment",DRAMA,"Oliver Hirschbiegel",2001,120,16,7.0
"2022-05-27 13:30:00","Peeping Tom",DRAMA,"Michael Powell",1960,101,12,7.0
"2022-05-28 10:30:00","Le samouraï",CRIME,"Jean-Pierre Melville",1967,105,12,6.5
"2022-05-28 13:00:00","White Heat",ACTION,"Raoul Walsh",1949,114,12,7.5
"2022-05-28 15:30:00","The Night of the Hunter",CRIME,"Charles Laughton",1955,92,12,7.5
"2022-05-28 18:00:00","Deliverance",ADVENTURE,"John Boorman",1972,109,0,9.0
"2022-05-29 10:00:00","Donnie Brasco",BIOGRAPHY,"Mike Newell",1997,127,12,8.0
"2022-05-29 13:00:00","Vampire Hunter D: Bloodlust",ANIMATION,"Yoshiaki Kawajiri",2000,103,0,8.5
"2022-05-29 15:30:00","The Night of the Hunter",CRIME,"Charles Laughton",1955,92,12,6.5
"2022-05-29 18:00:00","Vampire Hunter D: Bloodlust",ANIMATION,"Yoshiaki Kawajiri",2000,103,0,10.0
"2022-05-30 10:30:00","Brazil",DRAMA,"Terry Gilliam",1985,132,0,7.5
"2022-05-31 10:30:00","The Fifth Element",ACTION,"Luc Besson",1997,126,12,7.0
"2022-05-31 13:30:00","Vampire Hunter D: Bloodlust",ANIMATION,"Yoshiaki Kawajiri",2000,103,0,8.0
"2022-05-31 16:00:00","Days of Heaven",DRAMA,"Terrence Malick",1978,94,6,8.0
"2022-06-01 10:00:00","Peeping Tom",DRAMA,"Michael Powell",1960,101,12,7.5
"2022-06-02 10:30:00","Das Experiment",DRAMA,"Oliver Hirschbiegel",2001,120,16,6.5
"2022-06-02 13:30:00","Some Like It Hot",COMEDY,"Billy Wilder",1959,121,0,8.5
"2022-06-02 16:30:00","The Fifth Element",ACTION,"Luc Besson",1997,126,12,8.5
"2022-06-03 10:30:00","The Lost Weekend",DRAMA,"Billy Wilder",1945,101,12,7.5
"2022-06-04 10:00:00","La règle du jeu",COMEDY,"Jean Renoir",1939,110,12,6.5
"2022-06-04 13:00:00","Brazil",DRAMA,"Terry Gilliam",1985,132,0,8.0
"2022-06-04 16:00:00","White Heat",ACTION,"Raoul Walsh",1949,114,12,7.0
"2022-06-04 19:00:00","The Sixth Sense",DRAMA,"M. Night Shyamalan",1999,107,12,8.5
"2022-06-05 10:30:00","Some Like It Hot",COMEDY,"Billy Wilder",1959,121,0,7.0
"2022-06-05 13:30:00","Deliverance",ADVENTURE,"John Boorman",1972,109,0,8.0
"2022-06-05 16:00:00","La règle du jeu",COMEDY,"Jean Renoir",1939,110,12,8.0
"2022-06-05 18:30:00","Peeping Tom",DRAMA,"Michael Powell",1960,101,12,9.0
"2022-06-06 10:30:00","White Heat",ACTION,"Raoul Walsh",1949,114,12,7.0
"2022-06-07 10:30:00","The French Connection",ACTION,"William Friedkin",1971,104,12,7.0
"2022-06-08 10:30:00","Arsenic and Old Lace",COMEDY,"Frank Capra",1942,118,12,7.5
"2022-06-08 13:30:00","Lawrence of Arabia",ADVENTURE,"David Lean",1962,228,0,6.5
"2022-06-09 10:00:00","Vampire Hunter D: Bloodlust",ANIMATION,"Yoshiaki Kawajiri",2000,103,0,6.5
"2022-06-09 12:30:00","Star Wars: Episode VI - Return of the Jedi",ACTION,"Richard Marquand",1983,131,0,8.5
"2022-06-10 10:00:00","Titanic",DRAMA,"James Cameron",1997,194,12,7.0
"2022-06-10 14:00:00","Deliverance",ADVENTURE,"John Boorman",1972,109,0,7.0
"2022-06-10 16:30:00","Who's Afraid of Virginia Woolf?",DRAMA,"Mike Nichols",1966,131,12,8.5
"2022-06-11 10:00:00","La règle du jeu",COMEDY,"Jean Renoir",1939,110,12,6.5
"2022-06-11 13:00:00","Star Wars: Episode VI - Return of the Jedi",ACTION,"Richard Marquand",1983,131,0,7.0
"2022-06-11 16:00:00","The Third Man",FILM_NOIR,"Carol Reed",1949,104,12,8.5
"2022-06-11 18:30:00","Vampire Hunter D: Bloodlust",ANIMATION,"Yoshiaki Kawajiri",2000,103,0,9.0
"2022-06-12 10:00:00","Predator",ACTION,"John McTiernan",1987,107,12,8.0
"2022-06-12 12:30:00","Det sjunde inseglet",DRAMA,"Ingmar Bergman",1957,96,12,6.5
"2022-06-12 15:00:00","Abre los ojos",DRAMA,"Alejandro Amenábar",1997,119,0,8.5
"2022-06-13 10:00:00","Star Wars: Episode VI - Return of the Jedi",ACTION,"Richard Marquand",1983,131,0,8.0
"2022-06-13 13:00:00","Titanic",DRAMA,"James Cameron",1997,194,12,8.5
"2022-06-13 17:00:00","The Elephant Man",BIOGRAPHY,"David Lynch",1980,124,12,6.5
"2022-06-14 10:30:00","The Pianist",BIOGRAPHY,"Roman Polanski",2002,150,16,7.0
"2022-06-15 10:00:00","The Fifth Element",ACTION,"Luc Besson",1997,126,12,8.0
"2022-06-15 13:00:00","Reservoir Dogs",CRIME,"Quentin Tarantino",1992,99,16,8.0
"2022-06-15 15:30:00","All Quiet on the Western Front",DRAMA,"Lewis Milestone",1930,152,0,8.5
"2022-06-16 10:30:00","The Sixth Sense",DRAMA,"M. Night Shyamalan",1999,107,12,8.0
"2022-06-16 13:00:00","Who's Afraid of Virginia Woolf?",DRAMA,"Mike Nichols",1966,131,12,6.5
"2022-06-16 16:00:00","Planet of the Apes",ADVENTURE,"Franklin J. Schaffner",1968,112,0,6.5
"2022-06-17 10:00:00","The Pianist",BIOGRAPHY,"Roman Polanski",2002,150,16,7.0
"2022-06-17 13:30:00","High Noon",DRAMA,"Fred Zinnemann",1952,85,6,6.5
"2022-06-18 10:00:00","Days of Heaven",DRAMA,"Terrence Malick",1978,94,6,8.0
"2022-06-18 12:30:00","The Green Mile",CRIME,"Frank Darabont",1999,189,12,6.5
"2022-06-18 16:30:00","Fiddler on the Roof",DRAMA,"Norman Jewison",1971,181,0,7.5
"2022-06-18 20:30:00","La règle du jeu",COMEDY,"Jean Renoir",1939,110,12,9.5
"2022-06-19 10:30:00","The Night of the Hunter",CRIME,"Charles Laughton",1955,92,12,7.0
"2022-06-19 13:00:00","Abre los ojos",DRAMA,"Alejandro Amenábar",1997,119,0,6.5
"2022-06-19 16:00:00","Star Wars: Episode VI - Return of the Jedi",ACTION,"Richard Marquand",1983,131,0,7.0
"2022-06-19 19:00:00","Who's Afraid of Virginia Woolf?",DRAMA,"Mike Nichols",1966,131,12,8.5
"2022-06-20 10:30:00","8½",DRAMA,"Federico Fellini",1963,138,12,7.5
"2022-06-20 13:30:00","All Quiet on the Western Front",DRAMA,"Lewis Milestone",1930,152,0,7.5
"2022-06-20 17:00:00","Snatch",COMEDY,"Guy Ritchie",2000,104,12,7.5
"2022-06-21 10:30:00","Snatch",COMEDY,"Guy Ritchie",2000,104,12,7.5
"2022-06-21 13:00:00","Peeping Tom",DRAMA,"Michael Powell",1960,101,12,6.5
"2022-06-22 10:30:00","Planet of the Apes",ADVENTURE,"Franklin J. Schaffner",1968,112,0,8.0
"2022-06-22 13:00:00","Lawrence of Arabia",ADVENTURE,"David Lean",1962,228,0,7.0
"2022-06-23 10:30:00","Arsenic and Old Lace",COMEDY,"Frank Capra",1942,118,12,6.5
"2022-06-24 10:30:00","The Night of the Hunter",CRIME,"Charles Laughton",1955,92,12,8.0
"2022-06-24 13:00:00","The Pianist",BIOGRAPHY,"Roman Polanski",2002,150,16,7.0
"2022-06-24 16:30:00","The Night of the Hunter",CRIME,"Charles Laughton",1955,92,12,7.0
"2022-06-25 10:00:00","The Night of the Hunter",CRIME,"Charles Laughton",1955,92,12,7.5
"2022-06-25 12:30:00","The Pianist",BIOGRAPHY,"Roman Polanski",2002,150,16,8.0
"2022-06-25 16:00:00","The Green Mile",CRIME,"Frank Darabont",1999,189,12,6.5
"2022-06-25 20:00:00","Bacheha-Ye aseman",DRAMA,"Majid Majidi",1997,89,6,10.0
"2022-06-26 10:00:00","Gone with the Wind",DRAMA,"Victor Fleming",1939,238,0,7.0
"2022-06-26 15:00:00","Snatch",COMEDY,"Guy Ritchie",2000,104,12,7.5
"2022-06-26 17:30:00","All Quiet on the Western Front",DRAMA,"Lewis Milestone",1930,152,0,8.0
"2022-06-27 10:30:00","Vampire Hunter D: Bloodlust",ANIMATION,"Yoshiaki Kawajiri",2000,103,0,7.0
"2022-06-27 13:00:00","Dom za vesanje",COMEDY,"Emir Kusturica",1988,142,16,7.5
"2022-06-27 16:30:00","Abre los ojos",DRAMA,"Alejandro Amenábar",1997,119,0,7.0
"2022-06-28 10:30:00","The Night of the Hunter",CRIME,"Charles Laughton",1955,92,12,6.5
"2022-06-29 10:00:00","The Sixth Sense",DRAMA,"M. Night Shyamalan",1999,107,12,8.5
"2022-06-30 10:30:00","All Quiet on the Western Front",DRAMA,"Lewis Milestone",1930,152,0,6.5
"2022-06-30 14:00:00","Star Wars: Episode VI - Return of the Jedi",ACTION,"Richard Marquand",1983,131,0,6.5
"2022-07-01 10:00:00","Predator",ACTION,"John McTiernan",1987,107,12,7.0
"2022-07-01 13:00:00","Fiddler on the Roof",DRAMA,"Norman Jewison",1971,181,0,8.5
"2022-07-02 10:30:00","Misery",DRAMA,"Rob Reiner",1990,107,16,7.5
"2022-07-02 13:00:00","A Hard Day's Night",COMEDY,"Richard Lester",1964,87,0,6.5
"2022-07-02 15:30:00","Misery",DRAMA,"Rob Reiner",1990,107,16,6.5
"2022-07-03 10:00:00","The Bridge on the River Kwai",ADVENTURE,"David Lean",1957,161,6,8.5
"2022-07-03 13:30:00","The Pianist",BIOGRAPHY,"Roman Polanski",2002,150,16,7.5
"2022-07-03 17:00:00","Planet of the Apes",ADVENTURE,"Franklin J. Schaffner",1968,112,0,8.0
"2022-07-03 19:30:00","Planet of the Apes",ADVENTURE,"Franklin J. Schaffner",1968,112,0,10.0
"2022-07-04 10:00:00","Reservoir Dogs",CRIME,"Quentin Tarantino",1992,99,16,8.5
"2022-07-05 10:00:00","Casablanca",DRAMA,"Michael Curtiz",1942,102,0,7.5
"2022-07-06 10:00:00","Planet of the Apes",ADVENTURE,"Franklin J. Schaffner",1968,112,0,7.0
"2022-07-06 13:00:00","Snatch",COMEDY,"Guy Ritchie",2000,104,12,8.5
"2022-07-07 10:30:00","Planet of the Apes",ADVENTURE,"Franklin J. Schaffner",1968,112,0,8.5
"2022-07-07 13:00:00","Arsenic and Old Lace",COMEDY,"Frank Capra",1942,118,12,8.0
"2022-07-08 10:00:00","Gladiator",ACTION,"Ridley Scott",2000,155,12,7.0
"2022-07-08 13:30:00","The Sixth Sense",DRAMA,"M. Night Shyamalan",1999,107,12,8.0
"2022-07-08 16:00:00","Bacheha-Ye aseman",DRAMA,"Majid Majidi",1997,89,6,8.5
"2022-07-09 10:00:00","Fiddler on the Roof",DRAMA,"Norman Jewison",1971,181,0,7.0
"2022-07-09 14:00:00","High Noon",DRAMA,"Fred Zinnemann",1952,85,6,8.0
"2022-07-09 16:30:00","Fiddler on the Roof",DRAMA,"Norman Jewison",1971,181,0,7.0
"2022-07-10 10:30:00","Waking Life",ANIMATION,"Richard Linklater",2001,99,16,6.5
"2022-07-10 13:00:00","The Lady Vanishes",MYSTERY,"Alfred Hitchcock",1938,96,12,8.0
"2022-07-10 15:30:00","Snatch",COMEDY,"Guy Ritchie",2000,104,12,8.5
"2022-07-11 10:00:00","Carlito's Way",CRIME,"Brian De Palma",1993,144,12,6.5
"2022-07-11 13:30:00","High Noon",DRAMA,"Fred Zinnemann",1952,85,6,7.0
"2022-07-11 16:00:00","Per qualche dollaro in più",WESTERN,"Sergio Leone",1965,132,0,7.0
"2022-07-12 10:00:00","Fiddler on the Roof",DRAMA,"Norman Jewison",1971,181,0,6.5
"2022-07-13 10:00:00","The Bridge on the River Kwai",ADVENTURE,"David Lean",1957,161,6,8.0
"2022-07-13 13:30:00","Tôkyô monogatari",DRAMA,"Yasujirô Ozu",1953,136,0,6.5
"2022-07-14 10:00:00","Gone with the Wind",DRAMA,"Victor Fleming",1939,238,0,8.0
"2022-07-15 10:30:00","To Be or Not to Be",COMEDY,"Ernst Lubitsch",1942,99,12,6.5
"2022-07-15 13:00:00","Dom za vesanje",COMEDY,"Emir Kusturica",1988,142,16,6.5
"2022-07-15 16:00:00","Casablanca",DRAMA,"Michael Curtiz",1942,102,0,8.0
"2022-07-16 10:30:00","Who Framed Roger Rabbit",ANIMATION,"Robert Zemeckis",1988,104,0,8.5
"2022-07-16 13:00:00","Misery",DRAMA,"Rob Reiner",1990,107,16,7.0
"2022-07-16 15:30:00","Mimi wo sumaseba",ANIMATION,"Yoshifumi Kondô",1995,111,0,7.0
"2022-07-16 18:00:00","The Elephant Man",BIOGRAPHY,"David Lynch",1980,124,12,9.5
"2022-07-17 10:30:00","Bacheha-Ye aseman",DRAMA,"Majid Majidi",1997,89,6,6.5
"2022-07-17 13:00:00","All Quiet on the Western Front",DRAMA,"Lewis Milestone",1930,152,0,6.5
"2022-07-17 16:30:00","Memento",MYSTERY,"Christopher Nolan",2000,113,12,7.5
"2022-07-18 10:00:00","The Invisible Man",HORROR,"James Whale",1933,71,12,7.0
"2022-07-18 12:00:00","The Lady Vanishes",MYSTERY,"Alfred Hitchcock",1938,96,12,8.0
"2022-07-19 10:00:00","Barton Fink",COMEDY,"Joel Coen",1991,116,0,8.5
"2022-07-19 13:00:00","The Pianist",BIOGRAPHY,"Roman Polanski",2002,150,16,8.0
"2022-07-19 16:30:00","South Park: Bigger, Longer & Uncut",ANIMATION,"Trey Parker",1999,81,12,7.0
"2022-07-20 10:30:00","Barton Fink",COMEDY,"Joel Coen",1991,116,0,7.5
"2022-07-20 13:00:00","Fiddler on the Roof",DRAMA,"Norman Jewison",1971,181,0,8.5
"2022-07-20 17:00:00","Evil Dead II",ACTION,"Sam Raimi",1987,84,12,6.5
"2022-07-21 10:00:00","The Lady Vanishes",MYSTERY,"Alfred Hitchcock",1938,96,12,7.5
"2022-07-21 12:30:00","La dolce vita",COMEDY,"Federico Fellini",1960,174,12,7.5
"2022-07-22 10:00:00","Who Framed Roger Rabbit",ANIMATION,"Robert Zemeckis",1988,104,0,7.5
"2022-07-22 12:30:00","Raging Bull",BIOGRAPHY,"Martin Scorsese",1980,129,12,8.5
"2022-07-22 15:30:00","La dolce vita",COMEDY,"Federico Fellini",1960,174,12,7.5
"2022-07-23 10:30:00","The Lady Vanishes",MYSTERY,"Alfred Hitchcock",1938,96,12,7.0
"2022-07-23 13:00:00","Gilda",DRAMA,"Charles Vidor",1946,110,12,8.5
"2022-07-23 15:30:00","Fiddler on the Roof",DRAMA,"Norman Jewison",1971,181,0,7.5
"2022-07-23 19:30:00","North by Northwest",ADVENTURE,"Alfred Hitchcock",1959,136,0,10.0
"2022-07-24 10:00:00","Det sjunde inseglet",DRAMA,"Ingmar Bergman",1957,96,12,8.0
"2022-07-24 12:30:00","The Invisible Man",HORROR,"James Whale",1933,71,12,7.0
"2022-07-24 14:30:00","Vivre sa vie: Film en douze tableaux",DRAMA,"Jean-Luc Godard",1962,80,12,8.5
"2022-07-25 10:30:00","Memento",MYSTERY,"Christopher Nolan",2000,113,12,7.5
"2022-07-25 13:30:00","The Elephant Man",BIOGRAPHY,"David Lynch",1980,124,12,7.5
"2022-07-26 10:30:00","The Elephant Man",BIOGRAPHY,"David Lynch",1980,124,12,7.0
"2022-07-26 13:30:00","The Bridge on the River Kwai",ADVENTURE,"David Lean",1957,161,6,7.5
"2022-07-26 17:00:00","Dom za vesanje",COMEDY,"Emir Kusturica",1988,142,16,8.5
"2022-07-27 10:30:00","Vivre sa vie: Film en douze tableaux",DRAMA,"Jean-Luc Godard",1962,80,12,8.0
"2022-07-27 12:30:00","North by Northwest",ADVENTURE,"Alfred Hitchcock",1959,136,0,8.5
"2022-07-28 10:30:00","La dolce vita",COMEDY,"Federico Fellini",1960,174,12,7.0
"2022-07-29 10:00:00","Snatch",COMEDY,"Guy Ritchie",2000,104,12,6.5
"2022-07-30 10:30:00","Casablanca",DRAMA,"Michael Curtiz",1942,102,0,6.5
"2022-07-30 13:00:00","Waking Life",ANIMATION,"Richard Linklater",2001,99,16,7.5
"2022-07-30 15:30:00","Snatch",COMEDY,"Guy Ritchie",2000,104,12,7.0
"2022-07-31 10:30:00","Remember the Titans",BIOGRAPHY,"Boaz Yakin",2000,113,0,8.5
"2022-07-31 13:00:00","Donnie Brasco",BIOGRAPHY,"Mike Newell",1997,127,12,7.5
"2022-07-31 16:00:00","The Graduate",COMEDY,"Mike Nichols",1967,106,12,7.0
"2022-08-01 10:00:00","Dilwale Dulhania Le Jayenge",DRAMA,"Aditya Chopra",1995,189,0,6.5
"2022-08-01 14:00:00","Donnie Brasco",BIOGRAPHY,"Mike Newell",1997,127,12,8.5
"2022-08-02 10:00:00","Scarface: The Shame of the Nation",ACTION,"Howard Hawks",1932,93,6,8.0
"2022-08-02 12:30:00","My Cousin Vinny",COMEDY,"Jonathan Lynn",1992,120,12,7.5
"2022-08-02 15:30:00","Kind Hearts and Coronets",COMEDY,"Robert Hamer",1949,106,0,6.5
"2022-08-03 10:00:00","High Noon",DRAMA,"Fred Zinnemann",1952,85,6,7.5
"2022-08-04 10:30:00","Fanny och Alexander",DRAMA,"Ingmar Bergman",1982,188,12,7.5
"2022-08-05 10:30:00","Who Framed Roger Rabbit",ANIMATION,"Robert Zemeckis",1988,104,0,7.5
"2022-08-05 13:00:00","Casablanca",DRAMA,"Michael Curtiz",1942,102,0,7.5
"2022-08-06 10:00:00","Kind Hearts and Coronets",COMEDY,"Robert Hamer",1949,106,0,7.5
"2022-08-06 12:30:00","Scarface: The Shame of the Nation",ACTION,"Howard Hawks",1932,93,6,7.0
"2022-08-06 15:00:00","Vivre sa vie: Film en douze tableaux",DRAMA,"Jean-Luc Godard",1962,80,12,6.5
"2022-08-07 10:30:00","Misery",DRAMA,"Rob Reiner",1990,107,16,8.5
"2022-08-07 13:00:00","The Graduate",COMEDY,"Mike Nichols",1967,106,12,8.0
"2022-08-07 15:30:00","La dolce vita",COMEDY,"Federico Fellini",1960,174,12,8.0
"2022-08-08 10:30:00","Per qualche dollaro in più",WESTERN,"Sergio Leone",1965,132,0,8.5
"2022-08-08 13:30:00","Raging Bull",BIOGRAPHY,"Martin Scorsese",1980,129,12,8.5
"2022-08-08 16:30:00","Tôkyô monogatari",DRAMA,"Yasujirô Ozu",1953,136,0,7.5
"2022-08-09 10:30:00","Vivre sa vie: Film en douze tableaux",DRAMA,"Jean-Luc Godard",1962,80,12,6.5
"2022-08-10 10:00:00","The Bridge on the River Kwai",ADVENTURE,"David Lean",1957,161,6,7.0
"2022-08-11 10:00:00","The Invisible Man",HORROR,"James Whale",1933,71,12,6.5
"2022-08-11 12:00:00","Memento",MYSTERY,"Christopher Nolan",2000,113,12,8.5
"2022-08-12 10:00:00","Carlito's Way",CRIME,"Brian De Palma",1993,144,12,6.5
"2022-08-12 13:30:00","To Be or Not to Be",COMEDY,"Ernst Lubitsch",1942,99,12,8.0
"2022-08-12 16:00:00","Kramer vs. Kramer",DRAMA,"Robert Benton",1979,105,12,7.5
"2022-08-13 10:30:00","Scarface: The Shame of the Nation",ACTION,"Howard Hawks",1932,93,6,7.0
"2022-08-13 13:00:00","South Park: Bigger, Longer & Uncut",ANIMATION,"Trey Parker",1999,81,12,6.5
"2022-08-13 15:30:00","Tôkyô monogatari",DRAMA,"Yasujirô Ozu",1953,136,0,8.5
"2022-08-13 18:30:00","Raging Bull",BIOGRAPHY,"Martin Scorsese",1980,129,12,8.5
"2022-08-14 10:30:00","North by Northwest",ADVENTURE,"Alfred Hitchcock",1959,136,0,7.5
"2022-08-14 13:30:00","The Graduate",COMEDY,"Mike Nichols",1967,106,12,7.5
